Weight_kg,Speed_kmh,Wheelbase_mm,Type,Weekday,Second
1189.96,90.7,2027.57,other,Mon,10324.0
1618.87,91.15,2900.75,passenger,Mon,10329.0
1457.9,107.18,3280.28,passenger,Mon,10339.0
1309.55,88.03,2235.61,other,Mon,10346.0
1553.49,84.55,2096.58,passenger,Mon,10393.0
2157.72,91.52,2650.44,other,Mon,10422.0
1685.51,84.88,2979.05,passenger,Mon,10479.0
1518.36,102.37,3198.57,passenger,Mon,10506.0
1671.76,102.58,2938.49,passenger,Mon,10522.0
1333.32,81.85,2800.14,other,Mon,10553.0
1418.01,110.67,2697.49,passenger,Mon,10560.0
1398.11,101.79,3063.29,passenger,Mon,10584.0
1550.93,110.91,2932.8,passenger,Mon,10609.0
1571.88,92.61,2216.67,passenger,Mon,10611.0
1519.87,102.77,2208.71,passenger,Mon,10642.0
1554.67,108.88,3092.72,passenger,Mon,10659.0
1285.75,115.62,2927.74,other,Mon,10687.0
2010.81,84.64,2498.56,other,Mon,10709.0
1527.88,99.21,3188.37,passenger,Mon,10713.0
1168.44,109.04,2917.33,passenger,Mon,10722.0
1506.76,80.58,3302.31,other,Mon,10737.0
1363.51,101.77,3118.02,passenger,Tue,7.0
1554.49,103.15,2605.29,passenger,Tue,43.0
1780.4,70.71,2462.74,other,Tue,45.0
1473.72,90.81,2049.49,other,Tue,46.0
1522.12,101.07,3383.3,passenger,Tue,49.0
1644.49,90.02,2567.17,passenger,Tue,72.0
1519.89,90.34,2944.13,passenger,Tue,78.0
1166.79,116.86,3046.58,passenger,Tue,161.0
2000.88,102.56,2645.47,other,Tue,222.0
1663.47,103.81,2562.89,passenger,Tue,226.0
1783.44,95.99,3070.22,passenger,Tue,228.0
1292.45,107.51,3324.91,passenger,Tue,307.0
1857.79,108.02,3033.48,other,Tue,307.0
1949.04,63.72,2810.44,passenger,Tue,335.0
2103.83,64.33,2175.38,passenger,Tue,345.0
1797.37,104.1,2404.54,passenger,Tue,362.0
1386.48,125.22,2708.28,passenger,Tue,383.0
1225.03,122.03,2479.76,passenger,Tue,451.0
1539.85,103.3,3057.68,passenger,Tue,454.0
1369.11,116.11,3107.45,passenger,Tue,485.0
1823.95,81.35,2985.89,passenger,Tue,551.0
1375.99,90.44,2399.25,other,Tue,561.0
1849.39,83.96,3040.65,passenger,Tue,566.0
1559.84,90.48,2584.65,passenger,Tue,613.0
1415.81,106.3,3301.32,passenger,Tue,639.0
2337.43,54.12,2285.02,passenger,Tue,648.0
1535.94,103.28,2672.96,passenger,Tue,698.0
1432.97,105.9,2759.34,passenger,Tue,722.0
1978.02,100.75,2054.13,other,Tue,724.0
1477.27,109.33,3209.33,passenger,Tue,730.0
1695.3,98.95,3304.86,other,Tue,738.0
1269.86,113.2,3106.4,passenger,Tue,738.0
1529.34,133.4,3027.48,other,Tue,740.0
1594.7,81.59,2332.25,passenger,Tue,805.0
1610.72,103.76,2384.83,other,Tue,829.0
1618.75,81.28,3486.82,passenger,Tue,843.0
1482.58,74.72,3407.53,other,Tue,851.0
1635.42,84.52,3292.03,passenger,Tue,867.0
1736.46,85.33,3192.22,other,Tue,869.0
1448.61,95.02,2207.44,passenger,Tue,878.0
1702.71,86.09,2681.55,passenger,Tue,901.0
1021.99,109.33,2411.59,other,Tue,905.0
1399.06,106.84,2093.81,passenger,Tue,917.0
1592.6,92.0,3354.2,passenger,Tue,929.0
1879.14,77.32,2193.84,passenger,Tue,951.0
1735.0,80.92,3446.68,passenger,Tue,1040.0
1564.33,89.45,3213.04,passenger,Tue,1058.0
1792.04,60.92,2662.31,passenger,Tue,1087.0
1610.35,85.63,3235.34,passenger,Tue,1095.0
1664.09,97.88,2067.6,other,Tue,1099.0
1169.06,102.25,2767.5,passenger,Tue,1114.0
1126.86,128.74,3448.51,passenger,Tue,1142.0
1583.85,94.81,2009.1,passenger,Tue,1157.0
1291.62,113.71,3346.31,passenger,Tue,1163.0
1657.89,90.09,3372.23,passenger,Tue,1180.0
1589.87,92.13,3135.55,passenger,Tue,1183.0
1730.72,85.95,3073.76,passenger,Tue,1211.0
1612.41,59.52,3472.1,other,Tue,1228.0
1625.41,89.9,3218.12,passenger,Tue,1229.0
1479.57,104.04,2304.56,passenger,Tue,1266.0
1312.25,103.9,3356.57,other,Tue,1289.0
1485.67,106.7,3010.4,passenger,Tue,1317.0
1335.9,114.36,2505.69,passenger,Tue,1333.0
1720.0,75.75,2649.82,passenger,Tue,1347.0
1787.6,76.2,3165.25,passenger,Tue,1354.0
849.8,142.42,2455.78,passenger,Tue,1382.0
1117.17,119.38,3246.87,passenger,Tue,1394.0
2022.09,72.45,2528.72,passenger,Tue,1406.0
1574.3,93.22,3040.42,passenger,Tue,1426.0
1299.56,103.33,2899.52,passenger,Tue,1435.0
1332.31,91.58,2146.82,other,Tue,1447.0
1132.51,80.83,2283.51,other,Tue,1496.0
1616.16,89.24,3066.04,passenger,Tue,1514.0
1325.0,69.07,2005.32,other,Tue,1542.0
1044.66,129.02,3073.14,passenger,Tue,1542.0
1343.91,107.75,3498.8,passenger,Tue,1545.0
1014.41,98.84,2207.8,other,Tue,1573.0
1676.36,85.29,2160.67,passenger,Tue,1579.0
1481.26,108.18,2473.42,passenger,Tue,1582.0
1607.32,95.15,3318.36,passenger,Tue,1593.0
914.24,127.82,3187.06,passenger,Tue,1612.0
1630.36,85.77,2006.75,passenger,Tue,1626.0
1847.18,124.88,2497.13,other,Tue,1658.0
1244.01,122.1,2936.79,passenger,Tue,1705.0
1423.21,95.29,3300.0,other,Tue,1707.0
1363.68,102.4,2395.78,passenger,Tue,1722.0
1666.22,100.6,2390.52,passenger,Tue,1749.0
1143.19,127.66,3247.58,passenger,Tue,1776.0
1929.29,67.33,3146.47,passenger,Tue,1789.0
1471.17,93.19,3088.98,passenger,Tue,1798.0
963.99,72.86,3228.96,other,Tue,1808.0
1469.49,97.92,2779.04,passenger,Tue,1828.0
2225.12,56.78,2021.4,passenger,Tue,1869.0
804.06,143.25,2714.55,passenger,Tue,1875.0
1505.68,102.76,2255.01,passenger,Tue,1876.0
1072.7,139.88,2220.85,passenger,Tue,1909.0
1146.0,138.87,3054.1,passenger,Tue,1926.0
1548.86,100.4,3261.38,other,Tue,1927.0
1516.71,120.43,2972.17,other,Tue,1971.0
1374.63,104.68,2386.4,passenger,Tue,1984.0
1742.21,79.5,2528.56,passenger,Tue,1987.0
1640.77,84.23,2761.65,passenger,Tue,2041.0
1341.23,104.81,2986.98,passenger,Tue,2056.0
1233.59,127.27,2091.81,passenger,Tue,2074.0
1421.84,98.22,3440.83,passenger,Tue,2090.0
1692.51,93.12,2103.1,passenger,Tue,2266.0
1331.41,91.46,2438.28,other,Tue,2280.0
1486.98,94.93,3444.28,passenger,Tue,2282.0
1975.71,63.21,2807.72,passenger,Tue,2287.0
1907.25,85.91,3139.88,passenger,Tue,2288.0
1133.28,134.21,3067.52,passenger,Tue,2294.0
1308.2,86.07,2950.7,other,Tue,2314.0
1368.39,101.0,2278.47,passenger,Tue,2321.0
2164.56,119.48,2698.52,other,Tue,2341.0
1143.51,116.85,2627.15,passenger,Tue,2390.0
2111.09,66.17,3457.46,passenger,Tue,2401.0
1920.91,68.99,3030.58,passenger,Tue,2432.0
1585.02,103.22,2421.08,passenger,Tue,2462.0
1976.68,84.41,2846.78,passenger,Tue,2478.0
1319.38,107.7,3345.42,passenger,Tue,2509.0
1566.2,102.33,2526.21,passenger,Tue,2556.0
2404.68,111.29,2945.7,other,Tue,2567.0
1501.25,92.58,2195.34,passenger,Tue,2570.0
1291.34,93.21,3206.87,other,Tue,2580.0
1987.63,74.52,2987.62,passenger,Tue,2595.0
1877.85,80.51,3181.0,passenger,Tue,2604.0
1126.55,118.59,2589.7,passenger,Tue,2612.0
1302.33,98.92,2528.73,passenger,Tue,2658.0
1423.5,120.0,2849.46,passenger,Tue,2707.0
1835.11,82.54,3178.81,passenger,Tue,2708.0
1365.42,106.94,3422.7,passenger,Tue,2741.0
1701.62,75.51,2424.73,passenger,Tue,2742.0
1640.96,93.31,2534.62,passenger,Tue,2743.0
1870.89,52.81,2341.32,passenger,Tue,2763.0
1848.36,79.53,2847.42,other,Tue,2780.0
1098.57,125.37,2639.07,passenger,Tue,2783.0
1927.21,56.7,2422.71,passenger,Tue,2796.0
1362.96,107.9,2507.82,passenger,Tue,2798.0
1500.2,108.83,2650.63,passenger,Tue,2840.0
1288.78,100.48,3264.01,passenger,Tue,2902.0
1564.96,88.55,3404.07,passenger,Tue,2913.0
1134.04,115.92,2644.57,passenger,Tue,2925.0
954.93,114.12,2318.47,passenger,Tue,2962.0
1308.29,106.54,2638.84,passenger,Tue,2974.0
1392.43,94.84,3025.85,passenger,Tue,2980.0
1273.93,99.29,3051.57,passenger,Tue,2998.0
1881.55,83.51,3287.33,passenger,Tue,3027.0
1206.38,112.99,3188.07,passenger,Tue,3033.0
1450.57,130.82,2169.93,passenger,Tue,3035.0
1306.16,99.86,2552.16,passenger,Tue,3037.0
1262.91,135.91,2523.06,passenger,Tue,3049.0
990.18,137.19,2308.87,passenger,Tue,3084.0
1697.21,89.33,2579.07,passenger,Tue,3088.0
1948.39,63.33,2826.38,passenger,Tue,3132.0
1621.35,82.86,2713.39,passenger,Tue,3177.0
1662.76,110.71,2268.74,passenger,Tue,3235.0
1516.11,96.93,2468.9,passenger,Tue,3242.0
1552.35,104.72,3137.67,passenger,Tue,3263.0
1465.61,104.48,2560.87,passenger,Tue,3268.0
1461.69,105.88,2006.29,passenger,Tue,3269.0
1721.91,90.65,3435.47,passenger,Tue,3324.0
1276.22,106.75,2286.28,passenger,Tue,3330.0
1777.15,96.92,3199.17,other,Tue,3363.0
1462.88,100.97,3143.19,passenger,Tue,3406.0
1219.42,118.35,3123.51,passenger,Tue,3441.0
1762.88,78.27,3058.54,passenger,Tue,3455.0
1103.69,99.17,2774.46,other,Tue,3461.0
1615.43,143.65,2541.82,other,Tue,3465.0
1629.85,108.78,2434.42,passenger,Tue,3484.0
1790.21,91.74,2790.92,passenger,Tue,3517.0
1658.96,78.51,2226.05,passenger,Tue,3517.0
1598.55,110.53,2123.81,passenger,Tue,3530.0
1316.96,131.52,2531.56,passenger,Tue,3553.0
1524.65,84.45,3031.81,other,Tue,3624.0
1119.03,118.57,2962.78,passenger,Tue,3695.0
1483.03,89.63,2508.47,passenger,Tue,3700.0
1021.14,134.91,2608.78,other,Tue,3707.0
1705.73,91.15,2603.02,passenger,Tue,3712.0
2221.46,71.19,2934.07,passenger,Tue,3752.0
1557.56,91.5,2391.01,passenger,Tue,3754.0
1400.54,104.08,3471.43,passenger,Tue,3787.0
1730.74,86.61,3428.94,passenger,Tue,3791.0
1006.97,124.84,2438.17,passenger,Tue,3818.0
1161.57,121.4,2503.88,passenger,Tue,3820.0
1751.1,69.33,3490.69,passenger,Tue,3900.0
1409.68,107.02,2898.13,passenger,Tue,3906.0
885.19,129.21,2827.23,passenger,Tue,3910.0
1735.31,131.73,2689.33,other,Tue,3930.0
811.67,75.8,3380.77,other,Tue,3996.0
1947.91,71.46,3003.21,passenger,Tue,4042.0
1459.99,103.97,2815.07,passenger,Tue,4050.0
1813.55,100.53,3385.18,passenger,Tue,4109.0
1624.58,114.93,3435.52,passenger,Tue,4155.0
2132.23,67.34,2785.37,passenger,Tue,4168.0
1515.31,85.34,2188.01,passenger,Tue,4174.0
1130.13,123.54,2015.21,passenger,Tue,4185.0
1428.25,104.48,2384.31,passenger,Tue,4186.0
1301.06,114.92,3295.84,passenger,Tue,4189.0
1799.32,77.67,2917.91,passenger,Tue,4213.0
1471.04,102.69,2219.42,passenger,Tue,4224.0
1337.42,109.92,3075.94,other,Tue,4230.0
1452.33,93.27,2806.14,passenger,Tue,4238.0
1991.65,76.35,3274.71,other,Tue,4255.0
1524.51,118.41,2568.16,other,Tue,4298.0
1290.73,118.34,2986.04,passenger,Tue,4353.0
1325.96,102.42,2634.05,passenger,Tue,4380.0
1315.44,116.63,2465.54,passenger,Tue,4397.0
1881.76,65.45,2675.83,passenger,Tue,4411.0
1357.13,107.24,2758.35,passenger,Tue,4419.0
1515.37,107.49,2008.39,passenger,Tue,4451.0
1524.47,90.45,2851.71,passenger,Tue,4460.0
1360.27,107.62,2907.08,passenger,Tue,4470.0
1445.71,98.94,3202.01,passenger,Tue,4479.0
768.66,59.73,2547.23,other,Tue,4520.0
1162.98,130.79,2755.96,passenger,Tue,4536.0
1414.74,92.52,2555.98,passenger,Tue,4546.0
1428.98,101.8,3121.58,passenger,Tue,4550.0
1734.94,82.89,2658.72,passenger,Tue,4572.0
1588.35,93.74,2885.92,passenger,Tue,4578.0
1627.07,115.37,2016.46,other,Tue,4607.0
1531.17,96.74,2748.64,passenger,Tue,4660.0
948.47,143.56,3291.0,passenger,Tue,4699.0
1200.16,113.81,3430.02,passenger,Tue,4720.0
1651.37,98.38,2300.21,passenger,Tue,4742.0
1262.45,128.52,2650.96,other,Tue,4776.0
1987.96,77.24,3151.91,passenger,Tue,4777.0
1404.35,115.34,2852.06,other,Tue,4790.0
1723.43,94.74,3306.43,passenger,Tue,4838.0
1156.26,134.44,2536.14,passenger,Tue,4844.0
1215.33,99.5,2676.78,other,Tue,4900.0
1593.5,82.11,2752.42,passenger,Tue,4918.0
1599.97,88.03,2583.51,passenger,Tue,4927.0
1523.3,104.47,3091.6,passenger,Tue,4941.0
1056.7,117.62,2529.1,passenger,Tue,4973.0
533.31,159.56,3204.84,passenger,Tue,4993.0
1298.58,89.84,3151.94,passenger,Tue,5028.0
2007.74,56.25,2273.83,passenger,Tue,5062.0
1842.43,69.21,2161.89,passenger,Tue,5072.0
1269.56,114.66,3256.32,passenger,Tue,5079.0
1290.04,122.7,3205.26,other,Tue,5096.0
1506.07,75.71,2627.69,passenger,Tue,5188.0
1097.67,113.41,2897.85,passenger,Tue,5236.0
557.89,154.37,2021.45,passenger,Tue,5238.0
1524.7,99.48,2291.24,other,Tue,5264.0
1486.36,109.74,2110.77,passenger,Tue,5309.0
2110.29,56.91,3059.59,passenger,Tue,5430.0
1472.66,91.72,2055.12,passenger,Tue,5435.0
1754.46,90.25,2854.42,passenger,Tue,5439.0
1563.64,106.25,3215.94,passenger,Tue,5447.0
1504.51,100.1,2922.38,passenger,Tue,5449.0
2115.67,71.1,3304.88,passenger,Tue,5451.0
1404.16,72.11,3438.26,other,Tue,5453.0
1079.62,104.81,3475.36,other,Tue,5571.0
1700.02,86.82,2265.25,passenger,Tue,5580.0
888.09,117.77,2465.58,passenger,Tue,5601.0
799.11,156.19,2417.48,passenger,Tue,5603.0
1444.64,106.91,2759.66,passenger,Tue,5605.0
2007.47,74.35,2835.46,passenger,Tue,5607.0
1193.57,106.67,2379.83,passenger,Tue,5614.0
1286.9,100.29,2676.58,passenger,Tue,5621.0
1928.92,83.14,2858.9,passenger,Tue,5654.0
1484.6,106.35,2640.34,passenger,Tue,5673.0
1971.43,61.09,3272.01,passenger,Tue,5687.0
1354.9,103.87,3222.33,passenger,Tue,5719.0
1629.03,91.83,2232.34,passenger,Tue,5725.0
1453.04,86.85,3318.54,other,Tue,5731.0
1543.3,96.38,3165.79,passenger,Tue,5752.0
1499.87,104.16,3129.13,passenger,Tue,5782.0
1204.72,108.34,2823.99,passenger,Tue,5795.0
1467.16,91.68,3196.8,passenger,Tue,5813.0
1421.15,71.85,2273.64,other,Tue,5816.0
1551.2,97.76,2166.75,passenger,Tue,5819.0
1272.86,119.71,2705.05,passenger,Tue,5858.0
1348.91,115.33,2075.09,passenger,Tue,5872.0
1804.54,64.14,2742.05,passenger,Tue,5920.0
1463.03,120.42,2960.51,passenger,Tue,5962.0
1702.53,88.44,2459.57,passenger,Tue,5971.0
1731.31,92.06,3336.02,passenger,Tue,5978.0
1645.56,87.91,2822.03,passenger,Tue,6003.0
1482.92,106.84,3392.73,passenger,Tue,6006.0
1787.23,84.75,2401.1,passenger,Tue,6027.0
1521.42,93.58,2530.34,passenger,Tue,6027.0
1986.48,133.21,2661.72,other,Tue,6030.0
1301.33,109.82,3355.73,passenger,Tue,6055.0
925.03,133.33,2350.83,passenger,Tue,6085.0
1505.0,97.69,2968.8,other,Tue,6098.0
1111.78,125.37,2459.71,passenger,Tue,6112.0
1504.58,100.31,3428.49,passenger,Tue,6141.0
1172.29,161.74,2158.54,other,Tue,6141.0
1854.89,74.82,3326.8,passenger,Tue,6153.0
1411.52,107.02,2668.11,passenger,Tue,6174.0
1527.86,79.19,2551.05,other,Tue,6180.0
1524.97,88.52,3363.51,passenger,Tue,6217.0
1700.75,78.89,2756.66,passenger,Tue,6250.0
1439.14,85.18,3476.47,other,Tue,6253.0
1867.85,79.64,2195.41,passenger,Tue,6264.0
1258.56,103.02,3464.31,passenger,Tue,6277.0
1445.47,104.75,2392.92,passenger,Tue,6286.0
1456.92,103.37,2313.62,passenger,Tue,6286.0
1482.12,96.52,2708.87,passenger,Tue,6342.0
1235.23,114.61,3254.88,passenger,Tue,6357.0
1966.44,64.01,2734.51,passenger,Tue,6379.0
1362.85,109.34,3212.5,passenger,Tue,6398.0
1516.49,100.25,2557.62,passenger,Tue,6416.0
1230.08,127.06,2376.73,passenger,Tue,6429.0
1734.62,88.82,2293.66,passenger,Tue,6431.0
1427.81,95.25,3237.02,other,Tue,6453.0
1113.49,135.15,2716.93,passenger,Tue,6460.0
1240.33,120.78,2423.43,passenger,Tue,6462.0
1611.73,97.39,2842.8,passenger,Tue,6488.0
1780.11,73.14,2033.54,passenger,Tue,6555.0
1742.66,99.72,2993.38,other,Tue,6612.0
1482.2,97.95,3295.42,passenger,Tue,6618.0
1155.85,121.19,3100.48,passenger,Tue,6636.0
807.57,134.7,2597.36,passenger,Tue,6659.0
1568.88,75.78,3255.53,passenger,Tue,6659.0
1548.39,90.05,2344.16,passenger,Tue,6698.0
2270.72,70.28,2173.87,passenger,Tue,6699.0
1466.51,98.51,2209.83,passenger,Tue,6765.0
1869.88,89.99,2858.71,passenger,Tue,6804.0
1668.84,81.46,2737.46,passenger,Tue,6823.0
1661.23,86.72,2249.12,passenger,Tue,6839.0
1811.07,71.05,3252.65,passenger,Tue,6854.0
1834.03,79.71,3198.75,passenger,Tue,6886.0
1058.86,126.26,2308.52,passenger,Tue,6908.0
1587.66,94.8,3347.77,passenger,Tue,6949.0
1352.37,112.06,3118.07,passenger,Tue,6953.0
1792.65,96.81,2066.44,passenger,Tue,6961.0
2173.95,58.61,2179.57,passenger,Tue,6989.0
2156.84,67.5,2528.33,passenger,Tue,6994.0
1506.35,96.92,2701.64,passenger,Tue,6999.0
1437.49,101.3,2503.74,passenger,Tue,7000.0
933.91,136.98,3130.29,passenger,Tue,7031.0
1456.97,122.65,2969.54,other,Tue,7046.0
1423.92,105.84,2761.8,passenger,Tue,7054.0
1032.61,131.35,3116.27,passenger,Tue,7063.0
1564.86,82.71,2680.63,passenger,Tue,7087.0
1832.13,79.6,2589.19,passenger,Tue,7120.0
1416.94,83.02,3080.78,other,Tue,7174.0
1837.47,90.69,2233.14,passenger,Tue,7182.0
1291.8,110.54,2057.97,passenger,Tue,7188.0
882.68,146.52,2917.91,passenger,Tue,7200.0
963.03,109.94,3396.24,other,Tue,7200.0
1323.32,117.66,2174.46,other,Tue,7223.0
2038.46,134.21,3172.16,other,Tue,7225.0
1528.45,99.46,2534.0,passenger,Tue,7231.0
1707.03,78.93,3239.92,passenger,Tue,7244.0
2058.22,50.51,3006.54,passenger,Tue,7258.0
1966.54,75.86,2153.7,passenger,Tue,7259.0
1602.66,103.56,2071.23,passenger,Tue,7288.0
1077.43,119.24,2547.9,passenger,Tue,7289.0
1368.08,102.3,3432.47,passenger,Tue,7295.0
1688.53,86.89,3197.03,passenger,Tue,7328.0
1822.63,83.91,2857.19,passenger,Tue,7338.0
1157.43,106.62,2507.86,passenger,Tue,7339.0
939.47,131.87,3257.42,passenger,Tue,7369.0
1860.59,96.3,3051.14,other,Tue,7390.0
990.12,125.38,2649.87,passenger,Tue,7411.0
2268.42,47.51,2972.49,passenger,Tue,7426.0
1358.42,112.08,3192.83,passenger,Tue,7426.0
1349.24,121.13,2348.74,passenger,Tue,7436.0
1298.34,114.03,3122.38,passenger,Tue,7455.0
1657.65,87.8,3187.37,passenger,Tue,7503.0
1359.51,105.62,2686.72,passenger,Tue,7533.0
1337.99,105.24,3030.02,passenger,Tue,7546.0
1383.37,125.5,2871.03,passenger,Tue,7570.0
1656.91,112.15,2133.73,passenger,Tue,7573.0
1525.55,118.75,3121.08,other,Tue,7604.0
1509.56,93.58,2422.0,passenger,Tue,7626.0
1335.21,116.01,2586.15,passenger,Tue,7645.0
1514.92,99.78,2817.66,passenger,Tue,7665.0
2301.6,45.78,2974.48,passenger,Tue,7719.0
1368.96,103.76,2331.96,passenger,Tue,7719.0
1469.72,89.0,2452.64,passenger,Tue,7729.0
1663.99,73.8,2246.1,other,Tue,7750.0
1260.22,119.92,3192.1,passenger,Tue,7832.0
1868.12,76.36,2719.43,passenger,Tue,7866.0
1240.14,113.32,2516.16,passenger,Tue,7896.0
1203.49,130.32,3269.79,passenger,Tue,7897.0
1320.98,109.16,3199.81,passenger,Tue,7910.0
1546.04,99.6,3137.47,passenger,Tue,7918.0
1364.04,122.59,3040.46,passenger,Tue,7921.0
1858.45,81.71,2133.1,passenger,Tue,7924.0
1797.93,83.82,2433.65,passenger,Tue,7946.0
1778.04,83.21,3458.21,other,Tue,7957.0
1594.6,96.77,3498.25,passenger,Tue,7983.0
1515.75,93.67,2994.12,passenger,Tue,7992.0
1714.58,95.96,3188.26,other,Tue,8019.0
1473.29,106.6,2401.52,passenger,Tue,8056.0
1778.64,76.84,3360.64,passenger,Tue,8118.0
1722.34,64.21,3345.66,passenger,Tue,8131.0
1020.82,132.78,2008.85,passenger,Tue,8142.0
1796.7,79.72,2039.84,passenger,Tue,8145.0
1668.55,88.45,2143.95,passenger,Tue,8173.0
1551.48,96.03,2082.51,passenger,Tue,8194.0
980.53,145.23,2844.6,passenger,Tue,8197.0
1586.38,103.71,3197.26,passenger,Tue,8203.0
1346.55,108.31,3425.02,passenger,Tue,8213.0
1467.12,111.35,2937.5,passenger,Tue,8252.0
1734.77,101.26,2012.56,passenger,Tue,8295.0
1102.85,122.02,3060.07,passenger,Tue,8301.0
1451.83,109.58,2950.22,passenger,Tue,8306.0
1881.77,91.83,2234.3,passenger,Tue,8311.0
1177.41,116.93,2289.11,passenger,Tue,8334.0
2303.77,51.83,2045.17,passenger,Tue,8365.0
1244.8,103.71,3254.87,passenger,Tue,8415.0
1376.51,91.59,3084.63,passenger,Tue,8451.0
1475.11,89.91,3467.01,passenger,Tue,8481.0
1520.81,93.92,3121.92,passenger,Tue,8492.0
1469.34,109.12,2248.03,passenger,Tue,8499.0
1465.31,101.09,2873.69,passenger,Tue,8509.0
2138.15,79.84,3450.38,passenger,Tue,8530.0
1518.64,110.25,3225.17,passenger,Tue,8542.0
1223.58,108.45,2042.41,other,Tue,8551.0
1450.52,92.66,2390.79,other,Tue,8559.0
1559.6,91.3,2267.13,passenger,Tue,8567.0
1052.8,101.34,3186.9,other,Tue,8625.0
1890.45,60.66,2884.49,passenger,Tue,8638.0
1535.42,88.58,2967.52,passenger,Tue,8715.0
2020.49,79.33,2102.44,passenger,Tue,8754.0
1624.28,95.4,2564.04,passenger,Tue,8822.0
1560.52,67.55,3258.88,other,Tue,8852.0
1417.77,95.88,2035.22,passenger,Tue,8921.0
1435.37,100.15,2693.82,passenger,Tue,8936.0
1496.8,90.72,3387.84,other,Tue,8952.0
1934.7,75.88,2059.27,passenger,Tue,8952.0
1173.18,90.44,2107.06,other,Tue,8957.0
1508.6,103.72,2292.58,passenger,Tue,8991.0
1780.88,80.17,2527.35,passenger,Tue,9010.0
1446.43,108.64,2842.89,passenger,Tue,9014.0
1675.99,87.49,2423.24,passenger,Tue,9019.0
1822.55,88.6,2797.11,passenger,Tue,9019.0
2238.51,68.8,2013.07,passenger,Tue,9032.0
1194.94,124.71,2229.86,passenger,Tue,9041.0
1559.72,93.27,2910.96,passenger,Tue,9075.0
1680.55,83.8,2639.49,passenger,Tue,9127.0
2220.8,56.14,2911.98,passenger,Tue,9130.0
1541.44,82.48,2054.73,other,Tue,9141.0
1187.99,93.6,2474.78,other,Tue,9159.0
1520.42,97.3,3189.29,passenger,Tue,9185.0
1270.8,114.79,3445.22,passenger,Tue,9188.0
1356.77,110.2,3485.99,passenger,Tue,9201.0
877.5,136.92,2278.48,passenger,Tue,9205.0
1577.47,112.6,2505.94,passenger,Tue,9220.0
1303.74,129.08,2919.16,passenger,Tue,9232.0
1439.97,105.68,3403.3,passenger,Tue,9266.0
1150.09,119.67,3194.71,passenger,Tue,9267.0
1031.91,93.88,2724.16,other,Tue,9301.0
1459.91,101.08,3345.12,passenger,Tue,9303.0
1417.57,98.1,2141.91,passenger,Tue,9323.0
1256.31,114.95,2941.56,passenger,Tue,9325.0
1713.55,87.46,2549.81,passenger,Tue,9332.0
1884.74,73.64,2600.68,passenger,Tue,9333.0
1228.52,101.41,3483.58,other,Tue,9359.0
1330.79,121.44,3218.62,passenger,Tue,9384.0
927.12,135.05,2697.51,passenger,Tue,9391.0
1803.22,80.74,3025.28,passenger,Tue,9433.0
1273.15,120.87,2826.58,passenger,Tue,9435.0
1718.91,84.77,3293.01,passenger,Tue,9483.0
1508.25,123.51,2604.36,passenger,Tue,9551.0
970.22,131.11,2598.63,passenger,Tue,9560.0
1021.89,134.82,2005.54,passenger,Tue,9579.0
1174.3,120.03,2337.49,passenger,Tue,9584.0
1567.78,89.35,3283.25,passenger,Tue,9609.0
1564.26,91.67,3312.14,passenger,Tue,9616.0
1697.31,88.84,2167.01,passenger,Tue,9632.0
1525.84,96.19,2437.83,passenger,Tue,9707.0
1808.86,86.74,3052.86,passenger,Tue,9709.0
1302.44,107.04,2494.23,passenger,Tue,9717.0
1326.78,89.74,2925.79,passenger,Tue,9734.0
1306.14,102.39,2946.05,passenger,Tue,9747.0
1086.37,146.42,2657.61,passenger,Tue,9782.0
1368.42,108.56,2169.48,passenger,Tue,9792.0
1330.25,87.37,3064.57,other,Tue,9867.0
1004.65,112.09,2337.02,passenger,Tue,9894.0
1678.18,101.46,2804.67,other,Tue,9897.0
2105.65,69.5,2220.5,passenger,Tue,9910.0
1366.24,105.24,3455.51,passenger,Tue,9936.0
1648.28,73.66,2606.36,other,Tue,9951.0
1695.56,96.96,2367.72,passenger,Tue,9956.0
1043.52,139.59,3475.45,passenger,Tue,9971.0
1371.49,104.54,3167.19,passenger,Tue,9975.0
1904.61,74.55,3169.37,passenger,Tue,9975.0
1481.39,94.67,3439.13,other,Tue,9999.0
1543.71,91.07,2057.96,passenger,Tue,10009.0
1445.22,67.62,3233.49,other,Tue,10026.0
1313.11,98.11,2516.27,passenger,Tue,10045.0
1377.21,97.75,3446.33,other,Tue,10046.0
1500.22,97.39,2556.94,passenger,Tue,10052.0
1200.1,103.08,2287.56,other,Tue,10056.0
1899.37,171.87,3114.3,other,Tue,10057.0
1478.76,99.15,3426.75,passenger,Tue,10067.0
1840.87,75.97,2663.6,passenger,Tue,10102.0
1542.21,137.27,3356.53,other,Tue,10105.0
1908.4,69.19,2506.33,passenger,Tue,10139.0
1408.09,96.25,2473.42,passenger,Tue,10170.0
1637.88,77.96,2238.26,passenger,Tue,10194.0
1483.83,94.15,2161.13,passenger,Tue,10199.0
1253.28,118.35,3227.47,passenger,Tue,10224.0
1624.57,113.35,2857.19,passenger,Tue,10225.0
1399.82,107.36,3291.19,passenger,Tue,10229.0
1249.74,128.84,2685.96,passenger,Tue,10230.0
1076.98,122.85,2451.26,passenger,Tue,10240.0
1190.78,117.4,2323.98,passenger,Tue,10262.0
1421.78,104.56,2562.82,passenger,Tue,10263.0
